Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;Referee;HS;AS;HST;AST;HF;AF;HC;AC;HY;AY;HR;AR;Season;Month;DayOfWeek;Total Goles;Resultado;Total Shots;Total Shots on Target;Total Corners
2009-05-13;Wigan;Man United;1;2;A;1.0;0.0;H;R Styles;13.0;18.0;5.0;9.0;11.0;2.0;5.0;4.0;0.0;0.0;0.0;0.0;2009;5;Wednesday;3;Victoria Visitante;31.0;14.0;9.0
2009-05-16;Bolton;Hull;1;1;D;1.0;0.0;H;P Walton;16.0;20.0;9.0;12.0;11.0;9.0;5.0;7.0;1.0;2.0;0.0;0.0;2009;5;Saturday;2;Empate;36.0;21.0;12.0
2009-05-16;Everton;West Ham;3;1;H;1.0;1.0;D;P Dowd;18.0;8.0;9.0;3.0;15.0;14.0;6.0;3.0;1.0;2.0;0.0;1.0;2009;5;Saturday;4;Victoria Local;26.0;12.0;9.0
2009-05-16;Man United;Arsenal;0;0;D;0.0;0.0;D;M Dean;11.0;14.0;5.0;11.0;13.0;14.0;2.0;6.0;0.0;5.0;0.0;0.0;2009;5;Saturday;0;Empate;25.0;16.0;8.0
2009-05-16;Middlesbrough;Aston Villa;1;1;D;1.0;0.0;H;M Riley;10.0;8.0;6.0;6.0;11.0;16.0;6.0;8.0;0.0;2.0;0.0;0.0;2009;5;Saturday;2;Empate;18.0;12.0;14.0
2009-05-16;Newcastle;Fulham;0;1;A;0.0;1.0;A;H Webb;12.0;12.0;6.0;5.0;7.0;17.0;6.0;2.0;0.0;3.0;1.0;0.0;2009;5;Saturday;1;Victoria Visitante;24.0;11.0;8.0
2009-05-16;Stoke;Wigan;2;0;H;0.0;0.0;D;L Probert;13.0;8.0;8.0;3.0;8.0;11.0;6.0;3.0;0.0;0.0;0.0;0.0;2009;5;Saturday;2;Victoria Local;21.0;11.0;9.0
2009-05-16;Tottenham;Man City;2;1;H;1.0;0.0;H;M Halsey;11.0;9.0;4.0;3.0;5.0;7.0;4.0;7.0;0.0;1.0;0.0;0.0;2009;5;Saturday;3;Victoria Local;20.0;7.0;11.0
2009-05-17;Chelsea;Blackburn;2;0;H;1.0;0.0;H;R Styles;21.0;8.0;12.0;5.0;6.0;6.0;1.0;4.0;1.0;2.0;0.0;0.0;2009;5;Sunday;2;Victoria Local;29.0;17.0;5.0
2009-05-17;West Brom;Liverpool;0;2;A;0.0;1.0;A;M Atkinson;12.0;16.0;7.0;10.0;13.0;4.0;11.0;5.0;2.0;0.0;0.0;0.0;2009;5;Sunday;2;Victoria Visitante;28.0;17.0;16.0
2009-05-18;Portsmouth;Sunderland;3;1;H;0.0;0.0;D;A Wiley;9.0;20.0;4.0;9.0;11.0;6.0;5.0;6.0;1.0;0.0;0.0;0.0;2009;5;Monday;4;Victoria Local;29.0;13.0;11.0
2009-05-24;Arsenal;Stoke;4;1;H;4.0;1.0;H;M Atkinson;24.0;3.0;11.0;1.0;9.0;11.0;6.0;0.0;1.0;0.0;0.0;0.0;2009;5;Sunday;5;Victoria Local;27.0;12.0;6.0
2009-05-24;Aston Villa;Newcastle;1;0;H;1.0;0.0;H;C Foy;15.0;8.0;5.0;3.0;8.0;10.0;5.0;3.0;0.0;2.0;0.0;1.0;2009;5;Sunday;1;Victoria Local;23.0;8.0;8.0
2009-05-24;Blackburn;West Brom;0;0;D;0.0;0.0;D;M Jones;10.0;13.0;5.0;5.0;14.0;11.0;4.0;9.0;0.0;1.0;1.0;0.0;2009;5;Sunday;0;Empate;23.0;10.0;13.0
2009-05-24;Fulham;Everton;0;2;A;0.0;1.0;A;M Riley;10.0;13.0;4.0;10.0;15.0;10.0;2.0;2.0;0.0;0.0;0.0;0.0;2009;5;Sunday;2;Victoria Visitante;23.0;14.0;4.0
2009-05-24;Hull;Man United;0;1;A;0.0;1.0;A;A Wiley;12.0;12.0;8.0;5.0;17.0;11.0;8.0;3.0;2.0;1.0;0.0;0.0;2009;5;Sunday;1;Victoria Visitante;24.0;13.0;11.0
2009-05-24;Liverpool;Tottenham;3;1;H;1.0;0.0;H;P Walton;20.0;8.0;9.0;4.0;14.0;4.0;9.0;2.0;0.0;1.0;0.0;0.0;2009;5;Sunday;4;Victoria Local;28.0;13.0;11.0
2009-05-24;Man City;Bolton;1;0;H;1.0;0.0;H;M Clattenburg;20.0;8.0;12.0;4.0;8.0;10.0;15.0;9.0;0.0;0.0;0.0;0.0;2009;5;Sunday;1;Victoria Local;28.0;16.0;24.0
2009-05-24;Sunderland;Chelsea;2;3;A;0.0;0.0;D;M Halsey;8.0;14.0;7.0;9.0;8.0;7.0;6.0;7.0;1.0;1.0;0.0;0.0;2009;5;Sunday;5;Victoria Visitante;22.0;16.0;13.0
2009-05-24;West Ham;Middlesbrough;2;1;H;1.0;0.0;H;H Webb;14.0;17.0;8.0;6.0;14.0;10.0;4.0;5.0;0.0;1.0;0.0;0.0;2009;5;Sunday;3;Victoria Local;31.0;14.0;9.0
2009-05-24;Wigan;Portsmouth;1;0;H;1.0;0.0;H;P Dowd;19.0;9.0;10.0;3.0;8.0;21.0;8.0;2.0;0.0;4.0;0.0;0.0;2009;5;Sunday;1;Victoria Local;28.0;13.0;10.0
2009-08-15;Aston Villa;Wigan;0;2;A;0.0;1.0;A;M Clattenburg;11.0;14.0;5.0;7.0;15.0;14.0;4.0;6.0;2.0;2.0;0.0;0.0;2009;8;Saturday;2;Victoria Visitante;25.0;12.0;10.0
2009-08-15;Blackburn;Man City;0;2;A;0.0;1.0;A;M Dean;17.0;8.0;9.0;5.0;12.0;9.0;5.0;4.0;2.0;1.0;0.0;0.0;2009;8;Saturday;2;Victoria Visitante;25.0;14.0;9.0
2009-08-15;Bolton;Sunderland;0;1;A;0.0;1.0;A;A Marriner;11.0;20.0;3.0;13.0;16.0;10.0;4.0;7.0;2.0;1.0;0.0;0.0;2009;8;Saturday;1;Victoria Visitante;31.0;16.0;11.0
2009-08-15;Chelsea;Hull;2;1;H;1.0;1.0;D;A Wiley;26.0;7.0;12.0;3.0;13.0;15.0;12.0;4.0;1.0;2.0;0.0;0.0;2009;8;Saturday;3;Victoria Local;33.0;15.0;16.0
2009-08-15;Everton;Arsenal;1;6;A;0.0;3.0;A;M Halsey;8.0;15.0;5.0;9.0;11.0;13.0;4.0;9.0;0.0;0.0;0.0;0.0;2009;8;Saturday;7;Victoria Visitante;23.0;14.0;13.0
2009-08-15;Portsmouth;Fulham;0;1;A;0.0;1.0;A;M Atkinson;16.0;9.0;4.0;3.0;11.0;18.0;6.0;4.0;3.0;2.0;0.0;0.0;2009;8;Saturday;1;Victoria Visitante;25.0;7.0;10.0
2009-08-15;Stoke;Burnley;2;0;H;2.0;0.0;H;S Bennett;12.0;9.0;5.0;5.0;15.0;10.0;3.0;6.0;2.0;2.0;0.0;0.0;2009;8;Saturday;2;Victoria Local;21.0;10.0;9.0
2009-08-15;Wolves;West Ham;0;2;A;0.0;1.0;A;C Foy;19.0;16.0;11.0;13.0;9.0;5.0;8.0;6.0;0.0;0.0;0.0;0.0;2009;8;Saturday;2;Victoria Visitante;35.0;24.0;14.0
2009-08-16;Man United;Birmingham;1;0;H;1.0;0.0;H;L Mason;26.0;6.0;17.0;4.0;13.0;7.0;13.0;2.0;1.0;1.0;0.0;0.0;2009;8;Sunday;1;Victoria Local;32.0;21.0;15.0
2009-08-16;Tottenham;Liverpool;2;1;H;1.0;0.0;H;P Dowd;17.0;6.0;11.0;3.0;14.0;16.0;6.0;5.0;3.0;3.0;0.0;0.0;2009;8;Sunday;3;Victoria Local;23.0;14.0;11.0
2009-08-18;Sunderland;Chelsea;1;3;A;1.0;0.0;H;S Bennett;4.0;20.0;3.0;9.0;14.0;10.0;1.0;14.0;2.0;2.0;0.0;0.0;2009;8;Tuesday;4;Victoria Visitante;24.0;12.0;15.0
2009-08-18;Wigan;Wolves;0;1;A;0.0;1.0;A;M Jones;18.0;9.0;5.0;3.0;8.0;21.0;4.0;4.0;0.0;3.0;0.0;0.0;2009;8;Tuesday;1;Victoria Visitante;27.0;8.0;8.0
2009-08-19;Birmingham;Portsmouth;1;0;H;0.0;0.0;D;L Probert;9.0;9.0;5.0;4.0;11.0;20.0;4.0;5.0;0.0;5.0;0.0;0.0;2009;8;Wednesday;1;Victoria Local;18.0;9.0;9.0
2009-08-19;Burnley;Man United;1;0;H;1.0;0.0;H;A Wiley;8.0;18.0;2.0;9.0;8.0;12.0;1.0;12.0;2.0;1.0;0.0;0.0;2009;8;Wednesday;1;Victoria Local;26.0;11.0;13.0
2009-08-19;Hull;Tottenham;1;5;A;1.0;3.0;A;C Foy;9.0;18.0;7.0;12.0;23.0;13.0;6.0;5.0;3.0;2.0;0.0;0.0;2009;8;Wednesday;6;Victoria Visitante;27.0;19.0;11.0
2009-08-19;Liverpool;Stoke;4;0;H;2.0;0.0;H;P Walton;18.0;6.0;13.0;3.0;10.0;9.0;11.0;5.0;0.0;1.0;0.0;0.0;2009;8;Wednesday;4;Victoria Local;24.0;16.0;16.0
2009-08-22;Arsenal;Portsmouth;4;1;H;2.0;1.0;H;S Bennett;19.0;9.0;16.0;4.0;9.0;10.0;8.0;4.0;1.0;0.0;0.0;0.0;2009;8;Saturday;5;Victoria Local;28.0;20.0;12.0
2009-08-22;Birmingham;Stoke;0;0;D;0.0;0.0;D;C Foy;8.0;13.0;6.0;3.0;8.0;13.0;3.0;3.0;0.0;3.0;0.0;0.0;2009;8;Saturday;0;Empate;21.0;9.0;6.0
2009-08-22;Hull;Bolton;1;0;H;0.0;0.0;D;M Jones;12.0;20.0;5.0;10.0;19.0;19.0;4.0;12.0;3.0;2.0;0.0;0.0;2009;8;Saturday;1;Victoria Local;32.0;15.0;16.0
2009-08-22;Man City;Wolves;1;0;H;1.0;0.0;H;L Mason;16.0;10.0;11.0;2.0;7.0;11.0;5.0;6.0;0.0;1.0;0.0;0.0;2009;8;Saturday;1;Victoria Local;26.0;13.0;11.0
2009-08-22;Sunderland;Blackburn;2;1;H;1.0;1.0;D;A Wiley;8.0;18.0;5.0;5.0;12.0;14.0;0.0;10.0;2.0;1.0;0.0;0.0;2009;8;Saturday;3;Victoria Local;26.0;10.0;10.0
2009-08-22;Wigan;Man United;0;5;A;0.0;0.0;D;H Webb;16.0;16.0;7.0;13.0;11.0;8.0;3.0;5.0;2.0;2.0;0.0;0.0;2009;8;Saturday;5;Victoria Visitante;32.0;20.0;8.0
2009-08-23;Burnley;Everton;1;0;H;1.0;0.0;H;P Dowd;8.0;17.0;4.0;11.0;11.0;13.0;3.0;7.0;1.0;0.0;0.0;0.0;2009;8;Sunday;1;Victoria Local;25.0;15.0;10.0
2009-08-23;Fulham;Chelsea;0;2;A;0.0;1.0;A;A Marriner;4.0;12.0;1.0;4.0;11.0;10.0;4.0;7.0;0.0;0.0;0.0;0.0;2009;8;Sunday;2;Victoria Visitante;16.0;5.0;11.0
2009-08-23;West Ham;Tottenham;1;2;A;0.0;0.0;D;M Clattenburg;17.0;17.0;8.0;10.0;13.0;11.0;4.0;8.0;2.0;1.0;0.0;0.0;2009;8;Sunday;3;Victoria Visitante;34.0;18.0;12.0
2009-08-24;Liverpool;Aston Villa;1;3;A;0.0;2.0;A;M Atkinson;21.0;7.0;12.0;4.0;15.0;11.0;10.0;4.0;3.0;2.0;0.0;0.0;2009;8;Monday;4;Victoria Visitante;28.0;16.0;14.0
2009-08-29;Blackburn;West Ham;0;0;D;0.0;0.0;D;P Dowd;19.0;11.0;9.0;5.0;13.0;18.0;5.0;2.0;1.0;3.0;0.0;0.0;2009;8;Saturday;0;Empate;30.0;14.0;7.0
2009-08-29;Bolton;Liverpool;2;3;A;1.0;1.0;D;A Wiley;8.0;26.0;5.0;14.0;14.0;7.0;5.0;11.0;3.0;1.0;1.0;0.0;2009;8;Saturday;5;Victoria Visitante;34.0;19.0;16.0
2009-08-29;Chelsea;Burnley;3;0;H;1.0;0.0;H;M Clattenburg;27.0;3.0;17.0;0.0;7.0;5.0;10.0;1.0;0.0;1.0;0.0;0.0;2009;8;Saturday;3;Victoria Local;30.0;17.0;11.0
2009-08-29;Man United;Arsenal;2;1;H;0.0;1.0;A;M Dean;10.0;9.0;4.0;3.0;21.0;15.0;6.0;5.0;3.0;6.0;0.0;0.0;2009;8;Saturday;3;Victoria Local;19.0;7.0;11.0
2009-08-29;Stoke;Sunderland;1;0;H;1.0;0.0;H;M Jones;13.0;9.0;7.0;6.0;9.0;8.0;10.0;10.0;0.0;2.0;0.0;0.0;2009;8;Saturday;1;Victoria Local;22.0;13.0;20.0
2009-08-29;Tottenham;Birmingham;2;1;H;0.0;0.0;D;P Walton;20.0;11.0;14.0;6.0;12.0;10.0;7.0;3.0;2.0;2.0;0.0;0.0;2009;8;Saturday;3;Victoria Local;31.0;20.0;10.0
2009-08-29;Wolves;Hull;1;1;D;0.0;1.0;A;S Attwell;24.0;5.0;17.0;4.0;11.0;15.0;8.0;2.0;0.0;2.0;0.0;0.0;2009;8;Saturday;2;Empate;29.0;21.0;10.0
2009-08-30;Aston Villa;Fulham;2;0;H;1.0;0.0;H;S Bennett;9.0;6.0;4.0;3.0;9.0;9.0;9.0;4.0;1.0;2.0;0.0;0.0;2009;8;Sunday;2;Victoria Local;15.0;7.0;13.0
2009-08-30;Everton;Wigan;2;1;H;0.0;0.0;D;L Probert;26.0;12.0;14.0;7.0;11.0;24.0;12.0;5.0;1.0;5.0;0.0;0.0;2009;8;Sunday;3;Victoria Local;38.0;21.0;17.0
2009-08-30;Portsmouth;Man City;0;1;A;0.0;1.0;A;H Webb;11.0;12.0;6.0;8.0;12.0;7.0;3.0;11.0;2.0;1.0;0.0;0.0;2009;8;Sunday;1;Victoria Visitante;23.0;14.0;14.0
2009-12-09;Blackburn;Wolves;3;1;H;1.0;0.0;H;S Bennett;13.0;9.0;10.0;5.0;13.0;16.0;10.0;6.0;1.0;2.0;0.0;0.0;2009;12;Wednesday;4;Victoria Local;22.0;15.0;16.0
2009-12-09;Liverpool;Burnley;4;0;H;2.0;0.0;H;L Mason;27.0;6.0;16.0;3.0;8.0;10.0;7.0;5.0;0.0;2.0;0.0;0.0;2009;12;Wednesday;4;Victoria Local;33.0;19.0;12.0
2009-12-09;Man City;Arsenal;4;2;H;1.0;0.0;H;M Clattenburg;10.0;19.0;6.0;9.0;13.0;12.0;3.0;12.0;3.0;2.0;0.0;0.0;2009;12;Wednesday;6;Victoria Local;29.0;15.0;15.0
2009-12-09;Portsmouth;Bolton;2;3;A;1.0;2.0;A;C Foy;21.0;14.0;11.0;6.0;17.0;17.0;7.0;5.0;2.0;0.0;0.0;0.0;2009;12;Wednesday;5;Victoria Visitante;35.0;17.0;12.0
2009-12-09;Stoke;Chelsea;1;2;A;1.0;1.0;D;M Dean;4.0;18.0;2.0;10.0;13.0;11.0;4.0;14.0;3.0;3.0;0.0;0.0;2009;12;Wednesday;3;Victoria Visitante;22.0;12.0;18.0
2009-12-09;Sunderland;Hull;4;1;H;1.0;1.0;D;M Atkinson;7.0;6.0;4.0;5.0;18.0;15.0;7.0;8.0;2.0;2.0;0.0;0.0;2009;12;Wednesday;5;Victoria Local;13.0;9.0;15.0
2009-12-09;Tottenham;Man United;1;3;A;1.0;2.0;A;A Marriner;11.0;17.0;7.0;13.0;16.0;13.0;3.0;9.0;3.0;2.0;0.0;1.0;2009;12;Wednesday;4;Victoria Visitante;28.0;20.0;12.0
2009-12-09;Wigan;West Ham;1;0;H;0.0;0.0;D;A Wiley;12.0;12.0;6.0;5.0;13.0;11.0;6.0;7.0;2.0;1.0;0.0;0.0;2009;12;Wednesday;1;Victoria Local;24.0;11.0;13.0
2009-09-13;Birmingham;Aston Villa;0;1;A;0.0;0.0;D;H Webb;11.0;12.0;7.0;5.0;10.0;20.0;7.0;1.0;1.0;2.0;0.0;0.0;2009;9;Sunday;1;Victoria Visitante;23.0;12.0;8.0
2009-09-13;Fulham;Everton;2;1;H;0.0;1.0;A;P Walton;14.0;6.0;8.0;6.0;6.0;10.0;5.0;3.0;1.0;0.0;0.0;0.0;2009;9;Sunday;3;Victoria Local;20.0;14.0;8.0
2009-09-19;Arsenal;Wigan;4;0;H;1.0;0.0;H;M Jones;23.0;8.0;11.0;5.0;6.0;18.0;6.0;4.0;2.0;2.0;0.0;0.0;2009;9;Saturday;4;Victoria Local;31.0;16.0;10.0
2009-09-19;Aston Villa;Portsmouth;2;0;H;2.0;0.0;H;S Attwell;7.0;17.0;5.0;12.0;17.0;12.0;7.0;5.0;2.0;0.0;0.0;0.0;2009;9;Saturday;2;Victoria Local;24.0;17.0;12.0
2009-09-19;Bolton;Stoke;1;1;D;0.0;0.0;D;M Clattenburg;11.0;10.0;5.0;6.0;6.0;11.0;4.0;6.0;2.0;2.0;0.0;0.0;2009;9;Saturday;2;Empate;21.0;11.0;10.0
2009-09-19;Burnley;Sunderland;3;1;H;1.0;1.0;D;C Foy;10.0;8.0;3.0;5.0;4.0;15.0;4.0;4.0;0.0;3.0;0.0;0.0;2009;9;Saturday;4;Victoria Local;18.0;8.0;8.0
2009-09-19;Hull;Birmingham;0;1;A;0.0;0.0;D;P Dowd;16.0;14.0;11.0;9.0;15.0;13.0;10.0;8.0;0.0;2.0;0.0;0.0;2009;9;Saturday;1;Victoria Visitante;30.0;20.0;18.0
2009-09-19;West Ham;Liverpool;2;3;A;2.0;2.0;D;A Marriner;8.0;19.0;5.0;15.0;13.0;17.0;4.0;4.0;3.0;3.0;0.0;0.0;2009;9;Saturday;5;Victoria Visitante;27.0;20.0;8.0
2009-09-20;Chelsea;Tottenham;3;0;H;1.0;0.0;H;H Webb;25.0;9.0;15.0;4.0;7.0;9.0;11.0;3.0;0.0;2.0;0.0;0.0;2009;9;Sunday;3;Victoria Local;34.0;19.0;14.0
2009-09-20;Everton;Blackburn;3;0;H;1.0;0.0;H;L Mason;18.0;7.0;11.0;4.0;15.0;18.0;6.0;2.0;1.0;2.0;0.0;0.0;2009;9;Sunday;3;Victoria Local;25.0;15.0;8.0
2009-09-20;Man United;Man City;4;3;H;1.0;1.0;D;M Atkinson;21.0;10.0;11.0;6.0;15.0;14.0;11.0;1.0;2.0;2.0;0.0;0.0;2009;9;Sunday;7;Victoria Local;31.0;17.0;12.0
2009-09-20;Wolves;Fulham;2;1;H;1.0;0.0;H;K Friend;12.0;3.0;4.0;1.0;14.0;11.0;3.0;3.0;1.0;1.0;0.0;0.0;2009;9;Sunday;3;Victoria Local;15.0;5.0;6.0
2009-09-26;Birmingham;Bolton;1;2;A;0.0;1.0;A;S Bennett;12.0;10.0;6.0;4.0;9.0;17.0;8.0;4.0;2.0;1.0;0.0;0.0;2009;9;Saturday;3;Victoria Visitante;22.0;10.0;12.0
2009-09-26;Blackburn;Aston Villa;2;1;H;1.0;1.0;D;M Clattenburg;15.0;10.0;7.0;5.0;14.0;11.0;6.0;5.0;2.0;3.0;1.0;0.0;2009;9;Saturday;3;Victoria Local;25.0;12.0;11.0
2009-09-26;Fulham;Arsenal;0;1;A;0.0;0.0;D;M Atkinson;18.0;14.0;12.0;4.0;14.0;11.0;4.0;6.0;4.0;0.0;0.0;0.0;2009;9;Saturday;1;Victoria Visitante;32.0;16.0;10.0
2009-09-26;Liverpool;Hull;6;1;H;2.0;1.0;H;P Walton;22.0;7.0;14.0;3.0;10.0;3.0;13.0;2.0;1.0;4.0;0.0;0.0;2009;9;Saturday;7;Victoria Local;29.0;17.0;15.0
2009-09-26;Portsmouth;Everton;0;1;A;0.0;1.0;A;A Wiley;16.0;12.0;12.0;8.0;14.0;17.0;5.0;6.0;0.0;3.0;0.0;0.0;2009;9;Saturday;1;Victoria Visitante;28.0;20.0;11.0
2009-09-26;Stoke;Man United;0;2;A;0.0;0.0;D;H Webb;2.0;13.0;1.0;7.0;9.0;8.0;2.0;7.0;1.0;1.0;0.0;0.0;2009;9;Saturday;2;Victoria Visitante;15.0;8.0;9.0
2009-09-26;Tottenham;Burnley;5;0;H;2.0;0.0;H;M Dean;18.0;10.0;12.0;7.0;10.0;14.0;2.0;7.0;1.0;1.0;0.0;0.0;2009;9;Saturday;5;Victoria Local;28.0;19.0;9.0
2009-09-26;Wigan;Chelsea;3;1;H;1.0;0.0;H;P Dowd;15.0;14.0;9.0;8.0;11.0;11.0;4.0;7.0;1.0;2.0;0.0;1.0;2009;9;Saturday;4;Victoria Local;29.0;17.0;11.0
2009-09-27;Sunderland;Wolves;5;2;H;1.0;0.0;H;L Mason;10.0;15.0;8.0;11.0;18.0;11.0;7.0;8.0;1.0;3.0;0.0;0.0;2009;9;Sunday;7;Victoria Local;25.0;19.0;15.0
2009-09-28;Man City;West Ham;3;1;H;2.0;1.0;H;C Foy;20.0;12.0;12.0;8.0;18.0;14.0;11.0;5.0;1.0;1.0;0.0;0.0;2009;9;Monday;4;Victoria Local;32.0;20.0;16.0
2009-03-10;Bolton;Tottenham;2;2;D;1.0;1.0;D;M Jones;12.0;17.0;9.0;9.0;15.0;16.0;5.0;6.0;2.0;1.0;0.0;0.0;2009;3;Tuesday;4;Empate;29.0;18.0;11.0
2009-03-10;Burnley;Birmingham;2;1;H;0.0;0.0;D;K Friend;15.0;10.0;13.0;6.0;17.0;11.0;8.0;4.0;0.0;3.0;0.0;0.0;2009;3;Tuesday;3;Victoria Local;25.0;19.0;12.0
2009-03-10;Hull;Wigan;2;1;H;0.0;0.0;D;M Clattenburg;11.0;13.0;6.0;5.0;14.0;8.0;4.0;2.0;0.0;2.0;0.0;0.0;2009;3;Tuesday;3;Victoria Local;24.0;11.0;6.0
2009-03-10;Man United;Sunderland;2;2;D;0.0;1.0;A;A Wiley;17.0;4.0;9.0;3.0;11.0;15.0;14.0;1.0;2.0;3.0;0.0;1.0;2009;3;Tuesday;4;Empate;21.0;12.0;15.0
2009-03-10;Wolves;Portsmouth;0;1;A;0.0;1.0;A;H Webb;11.0;12.0;5.0;8.0;8.0;12.0;8.0;6.0;1.0;2.0;0.0;0.0;2009;3;Tuesday;1;Victoria Visitante;23.0;13.0;14.0
2009-04-10;Arsenal;Blackburn;6;2;H;3.0;2.0;H;P Walton;24.0;7.0;18.0;7.0;9.0;10.0;8.0;1.0;1.0;1.0;0.0;0.0;2009;4;Friday;8;Victoria Local;31.0;25.0;9.0
2009-04-10;Chelsea;Liverpool;2;0;H;0.0;0.0;D;M Atkinson;12.0;12.0;8.0;3.0;14.0;17.0;5.0;8.0;1.0;1.0;0.0;0.0;2009;4;Friday;2;Victoria Local;24.0;11.0;13.0
2009-04-10;Everton;Stoke;1;1;D;0.0;0.0;D;A Marriner;24.0;8.0;17.0;6.0;5.0;15.0;11.0;4.0;1.0;3.0;0.0;0.0;2009;4;Friday;2;Empate;32.0;23.0;15.0
2009-04-10;West Ham;Fulham;2;2;D;1.0;0.0;H;P Dowd;20.0;10.0;10.0;6.0;12.0;9.0;8.0;4.0;3.0;2.0;0.0;1.0;2009;4;Friday;4;Empate;30.0;16.0;12.0
2009-05-10;Aston Villa;Man City;1;1;D;1.0;0.0;H;M Dean;12.0;9.0;6.0;7.0;10.0;8.0;6.0;6.0;1.0;2.0;0.0;0.0;2009;5;Sunday;2;Empate;21.0;13.0;12.0
2009-10-17;Arsenal;Birmingham;3;1;H;2.0;1.0;H;L Probert;20.0;3.0;12.0;2.0;8.0;16.0;7.0;3.0;1.0;2.0;0.0;0.0;2009;10;Saturday;4;Victoria Local;23.0;14.0;10.0
2009-10-17;Aston Villa;Chelsea;2;1;H;1.0;1.0;D;K Friend;7.0;21.0;5.0;13.0;19.0;13.0;6.0;9.0;2.0;1.0;0.0;0.0;2009;10;Saturday;3;Victoria Local;28.0;18.0;15.0
2009-10-17;Everton;Wolves;1;1;D;0.0;0.0;D;S Attwell;13.0;12.0;5.0;6.0;6.0;15.0;6.0;5.0;1.0;3.0;0.0;1.0;2009;10;Saturday;2;Empate;25.0;11.0;11.0
2009-10-17;Man United;Bolton;2;1;H;2.0;0.0;H;M Clattenburg;13.0;15.0;7.0;7.0;15.0;8.0;13.0;1.0;0.0;1.0;0.0;0.0;2009;10;Saturday;3;Victoria Local;28.0;14.0;14.0
2009-10-17;Portsmouth;Tottenham;1;2;A;0.0;2.0;A;P Dowd;23.0;9.0;13.0;4.0;14.0;13.0;10.0;9.0;3.0;3.0;1.0;1.0;2009;10;Saturday;3;Victoria Visitante;32.0;17.0;19.0
2009-10-17;Stoke;West Ham;2;1;H;1.0;1.0;D;M Atkinson;11.0;12.0;4.0;11.0;16.0;13.0;5.0;6.0;3.0;3.0;0.0;0.0;2009;10;Saturday;3;Victoria Local;23.0;15.0;11.0
2009-10-17;Sunderland;Liverpool;1;0;H;1.0;0.0;H;M Jones;13.0;15.0;7.0;6.0;20.0;17.0;1.0;7.0;2.0;1.0;0.0;0.0;2009;10;Saturday;1;Victoria Local;28.0;13.0;8.0
2009-10-18;Blackburn;Burnley;3;2;H;3.0;1.0;H;C Foy;12.0;9.0;6.0;5.0;18.0;14.0;3.0;2.0;3.0;3.0;0.0;0.0;2009;10;Sunday;5;Victoria Local;21.0;11.0;5.0
2009-10-18;Wigan;Man City;1;1;D;1.0;0.0;H;A Wiley;13.0;5.0;7.0;4.0;15.0;11.0;6.0;6.0;2.0;1.0;0.0;1.0;2009;10;Sunday;2;Empate;18.0;11.0;12.0
2009-10-19;Fulham;Hull;2;0;H;1.0;0.0;H;A Marriner;17.0;5.0;11.0;2.0;13.0;15.0;7.0;4.0;1.0;1.0;0.0;0.0;2009;10;Monday;2;Victoria Local;22.0;13.0;11.0
2009-10-24;Birmingham;Sunderland;2;1;H;1.0;0.0;H;M Atkinson;19.0;14.0;13.0;6.0;9.0;14.0;6.0;8.0;3.0;1.0;0.0;0.0;2009;10;Saturday;3;Victoria Local;33.0;19.0;14.0
2009-10-24;Burnley;Wigan;1;3;A;1.0;1.0;D;L Mason;12.0;13.0;9.0;8.0;12.0;11.0;7.0;4.0;2.0;0.0;0.0;0.0;2009;10;Saturday;4;Victoria Visitante;25.0;17.0;11.0
2009-10-24;Chelsea;Blackburn;5;0;H;1.0;0.0;H;A Wiley;26.0;5.0;15.0;2.0;8.0;10.0;8.0;0.0;0.0;1.0;0.0;0.0;2009;10;Saturday;5;Victoria Local;31.0;17.0;8.0
2009-10-24;Hull;Portsmouth;0;0;D;0.0;0.0;D;S Attwell;7.0;8.0;3.0;2.0;16.0;23.0;6.0;6.0;2.0;1.0;0.0;0.0;2009;10;Saturday;0;Empate;15.0;5.0;12.0
2009-10-24;Tottenham;Stoke;0;1;A;0.0;0.0;D;L Probert;22.0;8.0;12.0;2.0;8.0;18.0;7.0;1.0;0.0;3.0;0.0;0.0;2009;10;Saturday;1;Victoria Visitante;30.0;14.0;8.0
2009-10-24;Wolves;Aston Villa;1;1;D;0.0;0.0;D;P Walton;8.0;12.0;4.0;8.0;10.0;16.0;8.0;3.0;1.0;2.0;0.0;0.0;2009;10;Saturday;2;Empate;20.0;12.0;11.0
2009-10-25;Bolton;Everton;3;2;H;2.0;1.0;H;P Dowd;12.0;17.0;8.0;12.0;14.0;15.0;4.0;4.0;3.0;1.0;0.0;0.0;2009;10;Sunday;5;Victoria Local;29.0;20.0;8.0
2009-10-25;Liverpool;Man United;2;0;H;0.0;0.0;D;A Marriner;11.0;7.0;6.0;5.0;20.0;11.0;5.0;1.0;2.0;3.0;1.0;1.0;2009;10;Sunday;2;Victoria Local;18.0;11.0;6.0
2009-10-25;Man City;Fulham;2;2;D;0.0;0.0;D;K Friend;20.0;11.0;7.0;5.0;11.0;12.0;14.0;2.0;0.0;2.0;0.0;0.0;2009;10;Sunday;4;Empate;31.0;12.0;16.0
